Circuit delay: 2844.59 picoseconds

Gate slacks:
NAND-P1_R1192_U233: 1143.44 picoseconds
NAND-P1_R1192_U234: 1175.48 picoseconds
NAND-P1_R1192_U235: 471.835 picoseconds
NAND-P1_R1192_U236: 446.855 picoseconds
NAND-P1_R1192_U237: 455.643 picoseconds
NAND-P1_R1192_U238: 468.883 picoseconds
NAND-P1_R1192_U239: 446.855 picoseconds
NAND-P1_R1192_U240: 517.305 picoseconds
NAND-P1_R1192_U241: 407.656 picoseconds
NAND-P1_R1192_U242: 446.855 picoseconds
NOT-P1_R1192_U243: 935.403 picoseconds
NAND-P1_R1192_U244: 532.615 picoseconds
NAND-P1_R1192_U245: 407.656 picoseconds
NAND-P1_R1192_U246: 519.833 picoseconds
NOT-P1_R1192_U247: 895.71 picoseconds
NAND-P1_R1192_U248: 560.143 picoseconds
NAND-P1_R1192_U249: 407.656 picoseconds
NAND-P1_R1192_U250: 546.861 picoseconds
NOT-P1_R1192_U251: 859.353 picoseconds
NAND-P1_R1192_U252: 495.95 picoseconds
NAND-P1_R1192_U253: 469.926 picoseconds
NAND-P1_R1192_U254: 529.699 picoseconds
NAND-P1_R1192_U255: 546.056 picoseconds
NAND-P1_R1192_U256: 469.926 picoseconds
NAND-P1_R1192_U257: 555.408 picoseconds
NAND-P1_R1192_U258: 541.144 picoseconds
NAND-P1_R1192_U259: 407.656 picoseconds
NAND-P1_R1192_U260: 469.926 picoseconds
NOT-P1_R1192_U261: 819.647 picoseconds
NAND-P1_R1192_U262: 575.09 picoseconds
NAND-P1_R1192_U263: 407.656 picoseconds
NAND-P1_R1192_U264: 562.438 picoseconds
NOT-P1_R1192_U265: 407.656 picoseconds
NAND-P1_R1192_U266: 407.656 picoseconds
NAND-P1_R1192_U267: 407.656 picoseconds
NAND-P1_R1192_U268: 438.609 picoseconds
NOT-P1_R1192_U269: 709.331 picoseconds
NAND-P1_R1192_U270: 607.536 picoseconds
NAND-P1_R1192_U271: 407.656 picoseconds
NAND-P1_R1192_U272: 594.944 picoseconds
NOT-P1_R1192_U273: 660.638 picoseconds
NAND-P1_R1192_U274: 615.625 picoseconds
NAND-P1_R1192_U275: 407.656 picoseconds
NAND-P1_R1192_U276: 603.667 picoseconds
NOT-P1_R1192_U277: 624.281 picoseconds
NAND-P1_R1192_U278: 498.769 picoseconds
NAND-P1_R1192_U279: 440.905 picoseconds
NAND-P1_R1192_U280: 497.39 picoseconds
NAND-P1_R1192_U281: 525.382 picoseconds
NAND-P1_R1192_U282: 440.905 picoseconds
NAND-P1_R1192_U283: 563.059 picoseconds
NAND-P1_R1192_U284: 514.444 picoseconds
NAND-P1_R1192_U285: 407.656 picoseconds
NAND-P1_R1192_U286: 440.905 picoseconds
NOT-P1_R1192_U287: 550.328 picoseconds
NAND-P1_R1192_U288: 567.996 picoseconds
NAND-P1_R1192_U289: 407.656 picoseconds
NAND-P1_R1192_U290: 556.643 picoseconds
NOT-P1_R1192_U291: 510.639 picoseconds
NAND-P1_R1192_U292: 548.614 picoseconds
NAND-P1_R1192_U293: 407.656 picoseconds
NAND-P1_R1192_U294: 536.429 picoseconds
NOT-P1_R1192_U295: 445.405 picoseconds
NAND-P1_R1192_U296: 492.36 picoseconds
NAND-P1_R1192_U297: 407.656 picoseconds
NAND-P1_R1192_U298: 468.934 picoseconds
NAND-P1_R1192_U299: 457.7 picoseconds
NAND-P1_R1192_U300: 474.274 picoseconds
NOT-P1_R1192_U301: 407.656 picoseconds
NAND-P1_R1192_U302: 489.199 picoseconds
NAND-P1_R1192_U303: 413.49 picoseconds
NAND-P1_R1192_U304: 536.754 picoseconds
NAND-P1_R1192_U305: 527.269 picoseconds
NAND-P1_R1192_U306: 430.438 picoseconds
NAND-P1_R1192_U307: 501.392 picoseconds
NAND-P1_R1192_U308: 430.438 picoseconds
NAND-P1_R1192_U309: 445.405 picoseconds
NAND-P1_R1192_U310: 445.405 picoseconds
NAND-P1_R1192_U311: 462.688 picoseconds
NAND-P1_R1192_U312: 462.688 picoseconds
NAND-P1_R1192_U313: 554.997 picoseconds
NAND-P1_R1192_U314: 555.865 picoseconds
NOT-P1_R1192_U315: 555.865 picoseconds
NAND-P1_R1192_U316: 735.84 picoseconds
NAND-P1_R1192_U317: 555.865 picoseconds
NAND-P1_R1192_U318: 555.865 picoseconds
NAND-P1_R1192_U319: 563.857 picoseconds
NAND-P1_R1192_U320: 707.138 picoseconds
NAND-P1_R1192_U321: 563.857 picoseconds
NAND-P1_R1192_U322: 734.89 picoseconds
NAND-P1_R1192_U323: 734.89 picoseconds
NAND-P1_R1192_U324: 781.334 picoseconds
NAND-P1_R1192_U325: 799.937 picoseconds
NOT-P1_R1192_U326: 799.937 picoseconds
NAND-P1_R1192_U327: 1021.32 picoseconds
NAND-P1_R1192_U328: 799.937 picoseconds
NAND-P1_R1192_U329: 799.937 picoseconds
NAND-P1_R1192_U330: 817.097 picoseconds
NAND-P1_R1192_U331: 981.712 picoseconds
NAND-P1_R1192_U332: 817.097 picoseconds
NAND-P1_R1192_U333: 1020.36 picoseconds
NAND-P1_R1192_U334: 1020.36 picoseconds
NAND-P1_R1192_U335: 1033.25 picoseconds
NAND-P1_R1192_U336: 915.693 picoseconds
NOT-P1_R1192_U337: 915.693 picoseconds
NAND-P1_R1192_U338: 1062.97 picoseconds
NAND-P1_R1192_U339: 915.693 picoseconds
NAND-P1_R1192_U340: 915.693 picoseconds
NAND-P1_R1192_U341: 932.853 picoseconds
NAND-P1_R1192_U342: 1073.39 picoseconds
NAND-P1_R1192_U343: 932.853 picoseconds
NAND-P1_R1192_U344: 1048.68 picoseconds
NAND-P1_R1192_U345: 1048.68 picoseconds
NAND-P1_R1192_U346: 1402.63 picoseconds
NAND-P1_R1192_U347: 413.49 picoseconds
NAND-P1_R1192_U348: 1091.95 picoseconds
NAND-P1_R1192_U349: 1062.01 picoseconds
NAND-P1_R1192_U350: 973.062 picoseconds
NAND-P1_R1192_U351: 961.794 picoseconds
NAND-P1_R1192_U352: 1079.03 picoseconds
NAND-P1_R1192_U353: 1041.57 picoseconds
NAND-P1_R1192_U354: 1082.27 picoseconds
NAND-P1_R1192_U355: 1043.61 picoseconds
NAND-P1_R1192_U356: 1043.61 picoseconds
NAND-P1_R1192_U357: 1131.23 picoseconds
NAND-P1_R1192_U358: 1101.55 picoseconds
NAND-P1_R1192_U359: 1018.38 picoseconds
NAND-P1_R1192_U360: 1001 picoseconds
NAND-P1_R1192_U361: 1094.8 picoseconds
NAND-P1_R1192_U362: 1065.3 picoseconds
NAND-P1_R1192_U363: 1065.3 picoseconds
NAND-P1_R1192_U364: 1151.23 picoseconds
NAND-P1_R1192_U365: 1100.69 picoseconds
NAND-P1_R1192_U366: 1080.11 picoseconds
NAND-P1_R1192_U367: 1062.89 picoseconds
NAND-P1_R1192_U368: 1174.58 picoseconds
NAND-P1_R1192_U369: 1144.86 picoseconds
NAND-P1_R1192_U370: 1107.63 picoseconds
NAND-P1_R1192_U371: 1096.36 picoseconds
NAND-P1_R1192_U372: 1182.34 picoseconds
NAND-P1_R1192_U373: 1143.44 picoseconds
NAND-P1_R1192_U374: 1186.06 picoseconds
NAND-P1_R1192_U375: 1145.65 picoseconds
NAND-P1_R1192_U376: 1145.65 picoseconds
NAND-P1_R1192_U377: 1217.11 picoseconds
NAND-P1_R1192_U378: 1187.35 picoseconds
NAND-P1_R1192_U379: 1175.48 picoseconds
NAND-P1_R1192_U380: 1187.35 picoseconds
NAND-P1_R1192_U381: 546.282 picoseconds
NAND-P1_R1192_U382: 519.134 picoseconds
NAND-P1_R1192_U383: 555.489 picoseconds
NAND-P1_R1192_U384: 531.028 picoseconds
NAND-P1_R1192_U385: 531.028 picoseconds
NAND-P1_R1192_U386: 488.585 picoseconds
NAND-P1_R1192_U387: 451.644 picoseconds
NOT-P1_R1192_U388: 451.644 picoseconds
NAND-P1_R1192_U389: 407.656 picoseconds
NAND-P1_R1192_U390: 424.876 picoseconds
NAND-P1_R1192_U391: 520.996 picoseconds
NAND-P1_R1192_U392: 482.936 picoseconds
NAND-P1_R1192_U393: 524.336 picoseconds
NAND-P1_R1192_U394: 484.954 picoseconds
NAND-P1_R1192_U395: 484.954 picoseconds
NAND-P1_R1192_U396: 596.626 picoseconds
NAND-P1_R1192_U397: 567.13 picoseconds
NAND-P1_R1192_U398: 476.514 picoseconds
NAND-P1_R1192_U399: 459.127 picoseconds
NAND-P1_R1192_U400: 630.219 picoseconds
NAND-P1_R1192_U401: 605.372 picoseconds
NOT-P1_R1192_U402: 605.372 picoseconds
NAND-P1_R1192_U403: 510.639 picoseconds
NAND-P1_R1192_U404: 521.905 picoseconds
NAND-P1_R1192_U405: 689.516 picoseconds
NAND-P1_R1192_U406: 665.326 picoseconds
NOT-P1_R1192_U407: 665.326 picoseconds
NAND-P1_R1192_U408: 550.328 picoseconds
NAND-P1_R1192_U409: 561.598 picoseconds
NAND-P1_R1192_U410: 681.138 picoseconds
NAND-P1_R1192_U411: 652.315 picoseconds
NAND-P1_R1192_U412: 652.315 picoseconds
NAND-P1_R1192_U413: 774.129 picoseconds
NAND-P1_R1192_U414: 724.386 picoseconds
NAND-P1_R1192_U415: 586.804 picoseconds
NAND-P1_R1192_U416: 569.587 picoseconds
NAND-P1_R1192_U417: 814.364 picoseconds
NAND-P1_R1192_U418: 784.711 picoseconds
NAND-P1_R1192_U419: 635.549 picoseconds
NAND-P1_R1192_U420: 624.281 picoseconds
NAND-P1_R1192_U421: 847.286 picoseconds
NAND-P1_R1192_U422: 822.616 picoseconds
NOT-P1_R1192_U423: 822.616 picoseconds
NAND-P1_R1192_U424: 660.638 picoseconds
NAND-P1_R1192_U425: 671.904 picoseconds
NAND-P1_R1192_U426: 1272.1 picoseconds
NAND-P1_R1192_U427: 1291.49 picoseconds
NOT-P1_R1192_U428: 1272.1 picoseconds
NAND-P1_R1192_U429: 1272.1 picoseconds
NAND-P1_R1192_U430: 1283.3 picoseconds
NAND-P1_R1192_U431: 887.737 picoseconds
NAND-P1_R1192_U432: 862.599 picoseconds
NOT-P1_R1192_U433: 862.599 picoseconds
NAND-P1_R1192_U434: 709.331 picoseconds
NAND-P1_R1192_U435: 720.596 picoseconds
NAND-P1_R1192_U436: 962.334 picoseconds
NAND-P1_R1192_U437: 938.374 picoseconds
NOT-P1_R1192_U438: 938.374 picoseconds
NAND-P1_R1192_U439: 773.966 picoseconds
NAND-P1_R1192_U440: 791.183 picoseconds
NAND-P1_R1192_U441: 965.596 picoseconds
NAND-P1_R1192_U442: 940.407 picoseconds
NOT-P1_R1192_U443: 940.407 picoseconds
NAND-P1_R1192_U444: 819.647 picoseconds
NAND-P1_R1192_U445: 830.914 picoseconds
NAND-P1_R1192_U446: 963.743 picoseconds
NAND-P1_R1192_U447: 934.455 picoseconds
NAND-P1_R1192_U448: 934.455 picoseconds
NAND-P1_R1192_U449: 1060.11 picoseconds
NAND-P1_R1192_U450: 1009.9 picoseconds
NAND-P1_R1192_U451: 830.876 picoseconds
NAND-P1_R1192_U452: 813.659 picoseconds
NAND-P1_R1192_U453: 1066.14 picoseconds
NAND-P1_R1192_U454: 1036.58 picoseconds
NAND-P1_R1192_U455: 870.621 picoseconds
NAND-P1_R1192_U456: 859.353 picoseconds
NAND-P1_R1192_U457: 1026.55 picoseconds
NAND-P1_R1192_U458: 1000.84 picoseconds
NOT-P1_R1192_U459: 1000.84 picoseconds
NAND-P1_R1192_U460: 895.71 picoseconds
NAND-P1_R1192_U461: 906.976 picoseconds
NAND-P1_R1192_U462: 1038.85 picoseconds
NAND-P1_R1192_U463: 1013.55 picoseconds
NOT-P1_R1192_U464: 1013.55 picoseconds
NAND-P1_R1192_U465: 935.403 picoseconds
NAND-P1_R1192_U466: 946.669 picoseconds
NAND-P1_R1192_U467: 1055.61 picoseconds
NAND-P1_R1192_U468: 1027.32 picoseconds
NAND-P1_R1192_U469: 1027.32 picoseconds
NAND-P1_R1192_U470: 1089.24 picoseconds
NAND-P1_R1192_U471: 1038.28 picoseconds
NAND-P1_R1192_U472: 933.316 picoseconds
NAND-P1_R1192_U473: 916.099 picoseconds
AND-P1_LT_197_U6: 594.64 picoseconds
AND-P1_LT_197_U7: 482.604 picoseconds
AND-P1_LT_197_U8: 482.604 picoseconds
AND-P1_LT_197_U9: 723.138 picoseconds
AND-P1_LT_197_U10: 681.858 picoseconds
AND-P1_LT_197_U11: 715.56 picoseconds
AND-P1_LT_197_U12: 482.604 picoseconds
AND-P1_LT_197_U13: 482.604 picoseconds
NOT-P1_LT_197_U14: 605.627 picoseconds
NOT-P1_LT_197_U15: 1946.84 picoseconds
NOT-P1_LT_197_U16: 1937.61 picoseconds
NOT-P1_LT_197_U17: 1346.68 picoseconds
NOT-P1_LT_197_U18: 1347.68 picoseconds
NOT-P1_LT_197_U19: 523.015 picoseconds
NOT-P1_LT_197_U20: 582.435 picoseconds
NOT-P1_LT_197_U21: 1384.81 picoseconds
NOT-P1_LT_197_U22: 520.399 picoseconds
NOT-P1_LT_197_U23: 1448.99 picoseconds
NOT-P1_LT_197_U24: 605.575 picoseconds
NOT-P1_LT_197_U25: 611.788 picoseconds
NOT-P1_LT_197_U26: 1509.24 picoseconds
NOT-P1_LT_197_U27: 662.118 picoseconds
NOT-P1_LT_197_U28: 1590.12 picoseconds
NOT-P1_LT_197_U29: 1419.04 picoseconds
NOT-P1_LT_197_U30: 1545.23 picoseconds
NOT-P1_LT_197_U31: 694.126 picoseconds
NOT-P1_LT_197_U32: 802.937 picoseconds
NOT-P1_LT_197_U33: 1616.64 picoseconds
NOT-P1_LT_197_U34: 1625.03 picoseconds
NOT-P1_LT_197_U35: 713.207 picoseconds
NOT-P1_LT_197_U36: 1442.89 picoseconds
NOT-P1_LT_197_U37: 734.271 picoseconds
NOT-P1_LT_197_U38: 1500.05 picoseconds
NOT-P1_LT_197_U39: 1598.25 picoseconds
NOT-P1_LT_197_U40: 1461.58 picoseconds
NOT-P1_LT_197_U41: 1571.02 picoseconds
NOT-P1_LT_197_U42: 1435.9 picoseconds
NOT-P1_LT_197_U43: 1500.93 picoseconds
NOT-P1_LT_197_U44: 1436.29 picoseconds
NAND-P1_LT_197_U45: 1007.62 picoseconds
NOT-P1_LT_197_U46: 981.508 picoseconds
NOT-P1_LT_197_U47: 1561.21 picoseconds
NOT-P1_LT_197_U48: 752.575 picoseconds
NOT-P1_LT_197_U49: 735.126 picoseconds
NOT-P1_LT_197_U50: 898.768 picoseconds
NOT-P1_LT_197_U51: 788.716 picoseconds
NOT-P1_LT_197_U52: 765.314 picoseconds
NOT-P1_LT_197_U53: 770.351 picoseconds
NOT-P1_LT_197_U54: 681.858 picoseconds
NOT-P1_LT_197_U55: 705.71 picoseconds
NOT-P1_LT_197_U56: 703.083 picoseconds
NOT-P1_LT_197_U57: 803.044 picoseconds
NOT-P1_LT_197_U58: 1525.19 picoseconds
NOT-P1_LT_197_U59: 1531.13 picoseconds
NOT-P1_LT_197_U60: 1653.81 picoseconds
NOT-P1_LT_197_U61: 1516.47 picoseconds
NOT-P1_LT_197_U62: 755.408 picoseconds
NOT-P1_LT_197_U63: 856.783 picoseconds
NOT-P1_LT_197_U64: 482.604 picoseconds
NOT-P1_LT_197_U65: 572.944 picoseconds
NOT-P1_LT_197_U66: 1422.34 picoseconds
NOT-P1_LT_197_U67: 1410.91 picoseconds
NOT-P1_LT_197_U68: 1393.12 picoseconds
NOT-P1_LT_197_U69: 542.171 picoseconds
NOT-P1_LT_197_U70: 486.877 picoseconds
NAND-P1_LT_197_U71: 482.604 picoseconds
NOT-P1_LT_197_U72: 520.381 picoseconds
NOT-P1_LT_197_U73: 548.261 picoseconds
NOT-P1_LT_197_U74: 1533.05 picoseconds
NOT-P1_LT_197_U75: 626.448 picoseconds
AND-P1_LT_197_U76: 641.398 picoseconds
AND-P1_LT_197_U77: 693.302 picoseconds
AND-P1_LT_197_U78: 763.155 picoseconds
AND-P1_LT_197_U79: 662.118 picoseconds
AND-P1_LT_197_U80: 694.126 picoseconds
AND-P1_LT_197_U81: 602.058 picoseconds
AND-P1_LT_197_U82: 734.271 picoseconds
AND-P1_LT_197_U83: 770.351 picoseconds
AND-P1_LT_197_U84: 703.083 picoseconds
AND-P1_LT_197_U85: 681.858 picoseconds
AND-P1_LT_197_U86: 898.768 picoseconds
AND-P1_LT_197_U87: 898.768 picoseconds
AND-P1_LT_197_U88: 968.46 picoseconds
AND-P1_LT_197_U89: 864.938 picoseconds
AND-P1_LT_197_U90: 752.281 picoseconds
AND-P1_LT_197_U91: 681.858 picoseconds
AND-P1_LT_197_U92: 757.804 picoseconds
AND-P1_LT_197_U93: 715.56 picoseconds
AND-P1_LT_197_U94: 752.575 picoseconds
AND-P1_LT_197_U95: 803.044 picoseconds
AND-P1_LT_197_U96: 735.126 picoseconds
AND-P1_LT_197_U97: 735.126 picoseconds
AND-P1_LT_197_U98: 735.126 picoseconds
AND-P1_LT_197_U99: 552.16 picoseconds
AND-P1_LT_197_U100: 482.604 picoseconds
AND-P1_LT_197_U101: 550.957 picoseconds
AND-P1_LT_197_U102: 572.944 picoseconds
AND-P1_LT_197_U103: 523.015 picoseconds
AND-P1_LT_197_U104: 519.491 picoseconds
AND-P1_LT_197_U105: 498.599 picoseconds
AND-P1_LT_197_U106: 548.261 picoseconds
AND-P1_LT_197_U107: 548.261 picoseconds
NOT-P1_LT_197_U108: 1490.61 picoseconds
NAND-P1_LT_197_U109: 482.604 picoseconds
NAND-P1_LT_197_U110: 686.924 picoseconds
NAND-P1_LT_197_U111: 605.627 picoseconds
NAND-P1_LT_197_U112: 605.627 picoseconds
NAND-P1_LT_197_U113: 608.033 picoseconds
NAND-P1_LT_197_U114: 486.877 picoseconds
NAND-P1_LT_197_U115: 594.64 picoseconds
NAND-P1_LT_197_U116: 681.891 picoseconds
NAND-P1_LT_197_U117: 482.604 picoseconds
NAND-P1_LT_197_U118: 520.399 picoseconds
NAND-P1_LT_197_U119: 602.058 picoseconds
NAND-P1_LT_197_U120: 594.64 picoseconds
NAND-P1_LT_197_U121: 611.788 picoseconds
NAND-P1_LT_197_U122: 605.575 picoseconds
NAND-P1_LT_197_U123: 802.937 picoseconds
NAND-P1_LT_197_U124: 552.16 picoseconds
NAND-P1_LT_197_U125: 563.163 picoseconds
NAND-P1_LT_197_U126: 856.783 picoseconds
NAND-P1_LT_197_U127: 773.824 picoseconds
NAND-P1_LT_197_U128: 734.271 picoseconds
NAND-P1_LT_197_U129: 723.138 picoseconds
NAND-P1_LT_197_U130: 741.795 picoseconds
NAND-P1_LT_197_U131: 723.138 picoseconds
NAND-P1_LT_197_U132: 705.71 picoseconds
NAND-P1_LT_197_U133: 703.083 picoseconds
NAND-P1_LT_197_U134: 681.858 picoseconds
NAND-P1_LT_197_U135: 713.207 picoseconds
NAND-P1_LT_197_U136: 765.314 picoseconds
NAND-P1_LT_197_U137: 788.716 picoseconds
NOT-P1_LT_197_U138: 1007.62 picoseconds
NAND-P1_LT_197_U139: 1005.27 picoseconds
NAND-P1_LT_197_U140: 1005.27 picoseconds
NAND-P1_LT_197_U141: 981.508 picoseconds
NAND-P1_LT_197_U142: 898.768 picoseconds
NAND-P1_LT_197_U143: 681.858 picoseconds
NAND-P1_LT_197_U144: 727.593 picoseconds
NAND-P1_LT_197_U145: 715.56 picoseconds
NAND-P1_LT_197_U146: 825.516 picoseconds
NAND-P1_LT_197_U147: 852.774 picoseconds
NAND-P1_LT_197_U148: 753.584 picoseconds
NAND-P1_LT_197_U149: 753.584 picoseconds
NAND-P1_LT_197_U150: 859.496 picoseconds
NAND-P1_LT_197_U151: 753.584 picoseconds
NAND-P1_LT_197_U152: 752.281 picoseconds
NAND-P1_LT_197_U153: 835.986 picoseconds
NAND-P1_LT_197_U154: 752.281 picoseconds
NAND-P1_LT_197_U155: 752.281 picoseconds
NAND-P1_LT_197_U156: 855.348 picoseconds
NAND-P1_LT_197_U157: 752.281 picoseconds
NAND-P1_LT_197_U158: 681.858 picoseconds
NAND-P1_LT_197_U159: 752.281 picoseconds
NAND-P1_LT_197_U160: 787.138 picoseconds
NAND-P1_LT_197_U161: 757.804 picoseconds
NAND-P1_LT_197_U162: 681.858 picoseconds
NAND-P1_LT_197_U163: 762.132 picoseconds
NAND-P1_LT_197_U164: 752.575 picoseconds
NAND-P1_LT_197_U165: 761.385 picoseconds
NAND-P1_LT_197_U166: 755.408 picoseconds
NAND-P1_LT_197_U167: 735.126 picoseconds
NAND-P1_LT_197_U168: 681.858 picoseconds
NAND-P1_LT_197_U169: 862.593 picoseconds
NAND-P1_LT_197_U170: 681.858 picoseconds
NAND-P1_LT_197_U171: 681.858 picoseconds
NAND-P1_LT_197_U172: 884.193 picoseconds
NAND-P1_LT_197_U173: 681.858 picoseconds
NAND-P1_LT_197_U174: 763.155 picoseconds
NAND-P1_LT_197_U175: 768.747 picoseconds
NAND-P1_LT_197_U176: 665.866 picoseconds
NAND-P1_LT_197_U177: 590.384 picoseconds
NAND-P1_LT_197_U178: 558.397 picoseconds
NAND-P1_LT_197_U179: 482.604 picoseconds
NAND-P1_LT_197_U180: 492.463 picoseconds
NAND-P1_LT_197_U181: 626.236 picoseconds
NAND-P1_LT_197_U182: 550.957 picoseconds
NAND-P1_LT_197_U183: 482.604 picoseconds
NAND-P1_LT_197_U184: 572.944 picoseconds
NAND-P1_LT_197_U185: 582.435 picoseconds
NAND-P1_LT_197_U186: 523.015 picoseconds
NAND-P1_LT_197_U187: 542.171 picoseconds
NAND-P1_LT_197_U188: 482.604 picoseconds
NAND-P1_LT_197_U189: 519.491 picoseconds
NAND-P1_LT_197_U190: 482.604 picoseconds
NAND-P1_LT_197_U191: 482.604 picoseconds
NAND-P1_LT_197_U192: 522.976 picoseconds
NOT-P1_LT_197_U193: 482.604 picoseconds
OR-P1_LT_197_U194: 482.604 picoseconds
NAND-P1_LT_197_U195: 498.599 picoseconds
NAND-P1_LT_197_U196: 563.82 picoseconds
NAND-P1_LT_197_U197: 482.604 picoseconds
NAND-P1_LT_197_U198: 548.261 picoseconds
NAND-P1_LT_197_U199: 703.593 picoseconds
NAND-P1_LT_197_U200: 482.604 picoseconds
AND-P1_R1360_U6: 484.336 picoseconds
AND-P1_R1360_U7: 649.963 picoseconds
AND-P1_R1360_U8: 695.413 picoseconds
AND-P1_R1360_U9: 623.203 picoseconds
AND-P1_R1360_U10: 372.595 picoseconds
AND-P1_R1360_U11: 378.497 picoseconds
AND-P1_R1360_U12: 482.718 picoseconds
AND-P1_R1360_U13: 549.881 picoseconds
NAND-P1_R1360_U14: 372.595 picoseconds
NOT-P1_R1360_U15: 567.035 picoseconds
NOT-P1_R1360_U16: 482.718 picoseconds
NOT-P1_R1360_U17: 406.635 picoseconds
NOT-P1_R1360_U18: 460.306 picoseconds
NOT-P1_R1360_U19: 420.923 picoseconds
NOT-P1_R1360_U20: 419.366 picoseconds
NOT-P1_R1360_U21: 372.595 picoseconds
NOT-P1_R1360_U22: 527.077 picoseconds
NOT-P1_R1360_U23: 502.181 picoseconds
NOT-P1_R1360_U24: 516.189 picoseconds
NOT-P1_R1360_U25: 628.051 picoseconds
NOT-P1_R1360_U26: 680.05 picoseconds
NOT-P1_R1360_U27: 677.233 picoseconds
NOT-P1_R1360_U28: 667.772 picoseconds
NOT-P1_R1360_U29: 764.443 picoseconds
NOT-P1_R1360_U30: 796.959 picoseconds
NOT-P1_R1360_U31: 674.371 picoseconds
NOT-P1_R1360_U32: 694.98 picoseconds
NOT-P1_R1360_U33: 691.987 picoseconds
NOT-P1_R1360_U34: 713.727 picoseconds
NOT-P1_R1360_U35: 728.161 picoseconds
NOT-P1_R1360_U36: 765.741 picoseconds
NOT-P1_R1360_U37: 726.663 picoseconds
NOT-P1_R1360_U38: 759.24 picoseconds
NOT-P1_R1360_U39: 829.634 picoseconds
NOT-P1_R1360_U40: 767.578 picoseconds
NOT-P1_R1360_U41: 821.549 picoseconds
NOT-P1_R1360_U42: 816.539 picoseconds
NOT-P1_R1360_U43: 879.912 picoseconds
NOT-P1_R1360_U44: 907.446 picoseconds
NOT-P1_R1360_U45: 795.553 picoseconds
NOT-P1_R1360_U46: 762.896 picoseconds
NOT-P1_R1360_U47: 748.528 picoseconds
NOT-P1_R1360_U48: 713.048 picoseconds
NOT-P1_R1360_U49: 740.395 picoseconds
NOT-P1_R1360_U50: 695.413 picoseconds
NOT-P1_R1360_U51: 730.806 picoseconds
NOT-P1_R1360_U52: 693.605 picoseconds
NOT-P1_R1360_U53: 623.203 picoseconds
NOT-P1_R1360_U54: 657.641 picoseconds
NOT-P1_R1360_U55: 748.686 picoseconds
NOT-P1_R1360_U56: 664.352 picoseconds
NOT-P1_R1360_U57: 783.239 picoseconds
NOT-P1_R1360_U58: 804.83 picoseconds
NOT-P1_R1360_U59: 682.522 picoseconds
NOT-P1_R1360_U60: 688.317 picoseconds
NOT-P1_R1360_U61: 662.091 picoseconds
NOT-P1_R1360_U62: 649.963 picoseconds
NOT-P1_R1360_U63: 684.278 picoseconds
NOT-P1_R1360_U64: 599.562 picoseconds
NOT-P1_R1360_U65: 666.322 picoseconds
NOT-P1_R1360_U66: 641.624 picoseconds
NOT-P1_R1360_U67: 577.111 picoseconds
NOT-P1_R1360_U68: 464.704 picoseconds
NOT-P1_R1360_U69: 463.43 picoseconds
NOT-P1_R1360_U70: 484.336 picoseconds
NOT-P1_R1360_U71: 599.53 picoseconds
NOT-P1_R1360_U72: 508.384 picoseconds
NOT-P1_R1360_U73: 490.114 picoseconds
NOT-P1_R1360_U74: 474.071 picoseconds
NOT-P1_R1360_U75: 457.282 picoseconds
NOT-P1_R1360_U76: 2220.17 picoseconds
AND-P1_R1360_U77: 460.306 picoseconds
AND-P1_R1360_U78: 400.981 picoseconds
AND-P1_R1360_U79: 728.161 picoseconds
AND-P1_R1360_U80: 759.24 picoseconds
AND-P1_R1360_U81: 713.048 picoseconds
AND-P1_R1360_U82: 907.446 picoseconds
AND-P1_R1360_U83: 879.912 picoseconds
AND-P1_R1360_U84: 713.048 picoseconds
AND-P1_R1360_U85: 726.663 picoseconds
AND-P1_R1360_U86: 740.395 picoseconds
AND-P1_R1360_U87: 709.866 picoseconds
AND-P1_R1360_U88: 623.203 picoseconds
AND-P1_R1360_U89: 691.987 picoseconds
AND-P1_R1360_U90: 623.203 picoseconds
AND-P1_R1360_U91: 730.806 picoseconds
AND-P1_R1360_U92: 674.371 picoseconds
AND-P1_R1360_U93: 652.482 picoseconds
AND-P1_R1360_U94: 656.432 picoseconds
AND-P1_R1360_U95: 664.431 picoseconds
AND-P1_R1360_U96: 688.317 picoseconds
AND-P1_R1360_U97: 682.522 picoseconds
AND-P1_R1360_U98: 677.233 picoseconds
AND-P1_R1360_U99: 599.562 picoseconds
AND-P1_R1360_U100: 599.562 picoseconds
AND-P1_R1360_U101: 599.53 picoseconds
AND-P1_R1360_U102: 502.181 picoseconds
AND-P1_R1360_U103: 577.111 picoseconds
AND-P1_R1360_U104: 378.497 picoseconds
AND-P1_R1360_U105: 457.282 picoseconds
AND-P1_R1360_U106: 457.282 picoseconds
AND-P1_R1360_U107: 400.981 picoseconds
AND-P1_R1360_U108: 372.595 picoseconds
NOT-P1_R1360_U109: 482.718 picoseconds
NAND-P1_R1360_U110: 641.624 picoseconds
NAND-P1_R1360_U111: 490.114 picoseconds
NAND-P1_R1360_U112: 484.336 picoseconds
NAND-P1_R1360_U113: 666.322 picoseconds
NAND-P1_R1360_U114: 804.83 picoseconds
NAND-P1_R1360_U115: 662.091 picoseconds
NAND-P1_R1360_U116: 649.963 picoseconds
NAND-P1_R1360_U117: 783.239 picoseconds
NAND-P1_R1360_U118: 695.413 picoseconds
NAND-P1_R1360_U119: 713.727 picoseconds
